word,count
تواند,115
بکند,30
قیام,586
اقشار,32
شهرهای,145
یابد,11
#بهمن,26
امسال,187
پرواز,194
پاریس,42
_,46
نمانده,25
حذفش,15
احتمالا,209
خواهند,270
#امام_خمینی,37
شخصا,43
وارد,432
هیچی,273
حلالت,14
بیت,245
المال,48
نشود.,80
شیشه,125
خراب,207
سردار,321
نفهمیدم,37
جام,86
جم,25
رفتم,373
روزگاری,33
گوگوش,12
را...,27
جشنواره,106
#فجر_کاذب,16
@hich1400,17
براشون,145
گذاشت,107
۶۷,28
وعده,200
خارجی,191
داخلی,118
بسر,50
چشم,659
انتخابات,301
قدر,180
میدونستن,11
احمق,134
ابراز,92
کلا,406
دمت,76
گرم,398
@ebrahimnabavi,30
چندتا,135
اسکرین,37
شات,33
نبوی,48
میذارم,57
بدونید,57
هرگز,272
ندارند,193
مطمئنا,15
بوده,966
@john_lucckk,69
@merry_8_4,17
@Pensylvani,69
@raisi_org,20
میرید,39
عنوان,569
خانوادگی,44
کدوم,244
هنری,42
ز,292
بس,314
افسانه,23
گران,55
گشتم,23
چشمش,15
همچو,25
آهسته,15
#صائب_تبریزی,14
شهر,771
یار,151
دیدن,284
؟؟؟,69
شهریار,29
@reasomania,32
بيا,56
جوراب,35
كراش,15
كن،,11
داداش,182
دختره,128
تشکر,104
مطمئن,124
تقصیر,78
نبوده,129
ثمره,15
اصطلاح,84
سکولار,43
دموکرات,21
آرمانی,15
مطیع,17
دیدیم,88
بحرین,29
آنقدر,76
اختیار,173
هرجا,79
دلش,161
خواست,235
ارتش,209
حسن,271
حرام,116
ماشاءالله,11
@nikahang,28
#برانداز,75
بله,299
نوه,56
اقاي,13
رهبر,398
لندن,66
٩,29
ميليون,25
پوند,11
بياد,56
طوسي,35
تهديد,15
دزدي,12
حكومت,77
بگيره,21
فحشا,27
جمهوري,36
اسلامي,49
اونه,30
ميكنه,112
سرمون,39
برف,1707
نكنيم,21
نسل,299
پیر,143
غلط,194
بگن,171
جوونی,29
کجایی,38
بخیر,318
باشید,431
ارکان,12
اصلی,384
ریشه,142
پای,432
بست,49
اصلاحات,332
صریح,34
وری,11
بگیری,106
جا,748
میره,311
فرض,149
فاسد,132
نبودن,89
خواهش,141
میکنم.,100
میومدم,16
تسکین,19
تکراری,55
حقیقت,191
@alilarijani,631
ايثارگران,47
بارز,49
#اجرای_خرید_خدمت_ایثارگران,1403
#کمالی_ايثارگران_را_فروخت_به_سربازان_فراری,58
#کمالی_دشمن_ایثارگران,91
#رهبرم_حمایت,109
#بی_کفایتی_مسولین_ستادکل,21
#قانون_گریزی_سردار_کمالی,15
#خرید_خدمت_ایثارگران,208
گشنه,21
بخوابم,75
تعدادی,84
اند,544
پیوست,28
دربرابر,36
ترکیه,252
تبهکاران,11
جهادی,36
#عفرين,55
دفاع,562
اخلاق,83
چیزیه,35
نباید,418
گذاشت.,10
وسط,354
لبخند,130
کرباسچی,13
منظر,23
حزب,193
بواسطه,17
چندین,130
نشریه,13
انداخته،,11
دموکراسی,119
میکنیم,354
دوستانش,11
انحصار,22
سرکوب,326
بنابراین,39
اشاره,158
ناکارآمدی,36
عصبانی,95
#زیباکلام,40
میلیارد,240
مردمو,65
فرهنگی,211
دیوث,37
گرسنگی,33
سرما,444
بنزین,39
بریزه,35
اتیش,19
بزنه,220
بدی,278
@pouriazeraati,21
اقا,159
جوگیر,20
میشی,161
استبدادی,23
عرصه,37
ببرن,20
اومد,375
مصادره,77
اسلام,769
شدیم,189
هامون,72
اطلاعات,341
استقلالیا,17
پیج,71
فیفا,18
طارمی,28
پرسپولیس,104
کامنت,76
گذاشتن,197
جامو,15
عزیزم,141
ازتون,53
نیستیم,104
موجود,144
فامیل,68
حقیقتا,65
اسهال,23
بودنش,52
@zilllan79,26
بمان,16
فدای,85
تومانی,38
عرض,151
محل,236
كنيم,91
خيلى,106
مسير,20
"""من",27
نيستم,24
بازتاب,33
تفکرات,24
دارد،,76
صداوسیمای,16
بینند,10
و‌,155
است،,465
غیره,34
قطعا,193
تلخ,110
شکل,251
قشر,81
معترضان,74
میشه،,93
خدمتی,19
معترضین,105
می‌کنند,157
مصنوعی,28
بیارم,45
کلان,51
کیا,66
میگیرن,95
آخوندها,102
مدیران,84
نهادها,28
براش,288
جایگزین,38
نان,116
میدی,76
کون,170
حداقل,376
@Bagheri_org,544
@HassanNooroozi,625
@Khojasteh_ir,505
@HajiDeligani,363
@hamaasedovvom,288
@jafarzadeh_ir,295
رژ,20
ظلم,432
جور,214
داستان,234
من،,104
انسانیت,89
(و,30
کنید.,352
تعرض,74
لینک,126
#افغانستان,28
شدید,189
همراه,397
شدند,327
دستور,210
حاجی,167
مرادی,30
دادیار,14
#اوین,57
ظریف,75
نداریم,359
شیخ,111
سوژه,46
اونجوری,28
قلب,256
میخاد,61
توکل,13
متوجه,293
خودشو,161
ژانر,33
صلوات,31
خبری,286
رفیقم,23
پدرش,59
روزه,170
هوا,383
گرم‌تر,12
منفی,128
۲۰,104
رسیده,228
مثبت,102
۲.,46
این‌جا,15
#جدی,31
تمیز,40
ماشین,400
رنگارنگ,13
خاکستری,19
سیه,16
سفید,348
برافراشته,20
پرچم,403
زیبای,50
@farentaghizadeh,28
جنتی,74
حملات,55
گزارش,362
برعکسش,15
می‌کنن,93
کوچک,113
پر,634
می‌توانند,32
هرچند,84
بزرگ,642
خواهی,132
خودکشی,138
پاک,286
#سنندج,39
طی,205
حکمی,47
رامین,229
کُرد,56
پنج‌شنبه,18
پنجم,42
بهمن‌ماه,29
مخترع,10
وازلین,10
قدری,35
خاص,179
درمانی,40
اطمینان,37
روزانه,38
قاشق,23
میخورد,45
مواقع,43
پوست,70
جالب,233
عمر,264
کرد!,86
حدود,209
۱۵,149
#کارتن_خواب,12
گرفتار,88
رها,201
نا,137
خوشش,40
داده.,28
#مرگ_بر_خامنه_ای,33
مسيح,17
معصومه,24
اند...,17
خصوص,108
چشمای,22
هی,379
سوتی,23
#iHeartawards,27
جونم,23
آدمو,50
میاره,79
چس,35
كرد,180
خدای,93
بخت,27
دوستش,71
قلبم,85
بشکنه,15
بهترین,386
عطر,52
آقا,606
سو,67
مشهد,125
دلسوزی,30
خشمگین,28
نشان,432
دهی,29
بقای,33
همان,416
سیستمی,13
اصلاح‌طلبان,66
مسائل,163
کنن.,121
مثلاً,43
اسامی,35
یادگیری,13
بیگانه,43
خیابونا,28
اونیه,16
هرجور,28
کوری,35
خودتونه,13
اوضاع,131
جرم,370
تبلیغ,154
😂😂😂😂😂,24
1,98
ببر,48
مصباح,21
هاتون,77
شهدای,54
پدافند,13
لعنتی,84
فارس,86
ابدی,36
سکس,90
محدود,76
ب,707
۳,213
کس,393
کجاست,77
نیستش,10
غمگین,40
هس,52
فک,391
اولیه,106
اومده,354
برخلاف,57
ترم,110
معلق,14
تحصیل,94
دكتر,47
مطمعن,11
وفا,26
جعبه,108
خامه,12
مو,143
سلام,383
برانداز,99
خوبي,39
براتون,187
آرزو,88
ميكنم,168
فرار,226
مغزها,25
بپذیریم,12
خوزستان,77
لااقل,88
هشتک,126
بزنیم,106
#اهواز_هوا_ندارد,14
کجاست.,11
کاربران,61
کجاست؟,51
عده,333
میکنند,323
قول,257
امیر,105
رفتین,16
بیشعوری,21
استوری,67
گذاشته,316
ثانیه,96
واسم,72
فحشی,12
میدن,282
نمی‌تونم,18
شکلی,62
انفجار,77
گوشی,150
آیفون,18
دهان,48
استقلال,202
ریده,39
بود،,359
فوتبال,139
گوشه,157
میگفتیم,14
پیگیری,137
نمیکنیم,37
بارسا,21
هستیم،,28
استقلالی,27
۱۳,83
امتیاز,81
کمتر,289
کری,11
روزگار,117
آقای,895
دیدگاه,57
داری؟,64
زلزله‌زده‌ها,15
یخ,182
جون,264
میای,64
آدما,189
شده؟,62
صادق,172
خم,56
اسکناس,23
مخالفین,52
حاکم,189
خلاص,49
شر,69
#فرقه_تبهکار,150
نیازی,82
حمله,460
دروغین,16
مقاومت,199
مدنی،,34
اعتصابات,19
#تظاهرات_سراسرى,601
جلب,65
فشار,234
#هنوزهوانداریم,23
بخواد,119
گاهى,12
مسئول,142
خودتان,96
تصميم,39
روى,46
تاثير,13
مراقب,82
باشید...,13
مخصوصا,100
حتما,438
درصد,377
خوبم,34
شدیدا,55
بغل,141
بهشت,187
اسناد,55
ریاست,109
جورج,20
بوش,24
می‌دهد,78
دونالد,23
وزیر,284
افغانستان,150
زبانی,17
می‌کنند؟,12
نم,26
واست,52
کمترین,62
درستش,61
کشورم,43
دشمن,335
میگفت,203
مون,109
کرده!,55
چیه,304
جملات,29
بزرگان,38
سارینا,30
ذهابی,10
اثر,261
گرفته,586
دیگری,316
خطر,253
ویژه,160
شاهین,49
پل,107
ذهاب,41
مسئولین,293
لیاقت,50
دراین,53
جنایت,114
زبون,112
ها؟,18
نامه,582
بنویس,42
@M13A67,14
آمین,52
فهمیدم,131
بشینه,24
وظیفه,179
الانم,85
هرکه,19
مخالف,309
کردین,106
یکیشون,40
خاصیت,22
پاچه,79
نمیگیره,26
اخه,167
نكرده,25
پيج,10
اينجا,108
ميكرديم,10
صبوری,10
چاره,47
#سعدی,39
@YaarDabestaani,101
برداری,60
بخوری,45
چهلمین,10
پرپر,10
مظلوم,121
دی‌ماه,23
آرام,119
نخواهیم,82
۱۰,235
۲۲,106
روشن,255
تصاویر,59
شهدا,98
خیابان‌ها,38
یافت,49
كند,68
گريه,38
كنى,34
حل,306
گرد,50
غبار,16
اهواز,115
منفجر,30
نمیده,99
آباد,112
ابر,46
بیاریم.,26
سرباز,94
اتفاقا,193
کامل,428
بگم,546
آبادان,21
مسافر,38
میرسن,10
خرید,251
منصرف,11
نمیشن,33
پیگیر,55
صدا,333
سیمای,39
جمهوری‌اسلامی,33
هستیم,429
زودی,74
آمد.,15
#BanIRIB,169
@aellienation,44
صف,121
آمریکایی,89
مدتی,51
فیش,14
حقوقی,52
شون,184
مبلغی,10
توحش,16
ینی,190
وحشی,66
می‌کردن,12
دلیل,573
میکنن،,64
بگو,427
مورینیو,11
روانی,73
نشو,25
5,129
مساوی,43
باخت,38
:))))))),50
ستایش,19
کیر,175
ببین,282
حافظ,100
چقد,237
حرفه,70
میگفتن,78
رابطه,369
بستگی,71
داره.,185
میگم.,18
دیدم.,30
سنگین,172
دستت,97
نره,80
ممنون,200
کابل,80
قاب,26
می‌کنه,138
نادیده,91
شده.,235
جاهای,39
دیگر،,18
نمکی,10
بودنِ,11
کوچیک,76
ذهنم,87
میرسونه,10
دیدی,103
کوچولو,66
شیرین,106
اند؟,21
مرور,56
بچگی,56
بامزه,24
همینه,161
میگذره,72
میده!,16
سوت,32
کور,70
بارانی,13
..,399
رئیس,363
دیوان,64
زنگنه,20
رِ,18
خزانه,36
بریز,19
گرفت,321
تسویه,17
@baharerahnama,28
باحال,27
نیستن,137
ممکنه,167
بشه؟,37
رجوی,111
شوراي,18
عضو,181
اقدامات,57
موثر,42
ديني,10
وادار,39
كنند,64
مک,16
نیروی,170
قدس,37
via,124
حلق,17
سايه,10
صلح,139
كنند.,23
عرازشه,52
رسان,25
نباشه,270
@Khamenei_fa,507
رهبرم,24
دين,48
توده,23
هاست,107
باشند,165
بگذارند,15
محبوس,33
اطلاعاتی,66
اطلس,13
جمع‌آوری,12
قوه,281
قضائیه,65
تفسیر,64
اخیرا,28
می‌کند،,42
زندانیان,269
سیصد,19
پرسیده,16
تومن,180
پولو,25
کردی؟,30
#سارینا,40
مبارزه,428
اشغالی,15
مزدوران,97
فتنه,101
گر,221
وطنی,26
آخوند,290
مطلب,85
نکردند,22
طول,176
خمس,12
حرفای,84
(به,33
سید,174
فحش,285
میدن),10
اصفهانی,12
کشیدن,154
خونخوار,19
#آزادی,89
@F_esfehan,12
اثری,23
اسید,34
پاشی,25
نیس,238
۷۰۰,16
قرض,32
@khamenei_ir,288
همانطور,51
بلای,39
جانمان,13
خیر,168
گذشت,158
مطمئنم,56
بلا,70
وحی,22
توئیت,176
بعدی,203
اینایی,101
لاین,48
سرعت,137
چراغ,75
نمیرن,17
همینکه,28
میذارن,56
باد,390
دقیقا,399
برید,174
وفقط,14
حرکت,534
پیوستن,28
میترسن,26
مامانم,126
میکشم,48
رجوي,14
این‌که,55
اثبات,118
نیرویی,18
قادر,36
قیامی,19
خلق,142
#مريم_رجوي,16
اومدن,164
جعفری,53
جفت,42
دمپایی,15
گلی,36
ساز,115
یادگاری,13
ویدئوی,19
شرایط,350
ازدواج,306
یادتون,119
پرسیدن,22
شرایطی,51
کردید؟,14
بود؟,136
ماها,77
شش,110
سالم,146
تلویزیون,116
نهضت,33
داشت.,110
خوندن,98
گرفتم.,14
نکنم،,13
کلاس,264
بخوابم.,12
خوابیدم,25
بیا,528
پوشک,13
ماله,197
کش,139
پزشکی,145
علمی,154
موش,40
بلکه,329
اندک,54
بشریت,45
خسران,14
مخرب,18
نمود,23
فرایند,15
خدمت,294
رفاه,58
پرستار,13
شکایت,117
اینه:,19
مؤسسه,14
بین‌المللی,46
مبلغ,36
700,12
الی,68
فعالیت‌های,17
تروریستی,92
حزب‌الله,15
لبنان,87
زلزله‌زدگان,35
سرپل,59
به‌دلیل,24
عجیبی,66
آدمِ,12
دوس,357
نی,60
زحمت,125
کشیده,151
بگه,342
فکرش,30
خرابه,20
😔,49
قاتل,79
بانوی,78
حامی,117
پيش,157
ضربات,10
پى,19
چاقو,37
مرحوم,76
رساند,21
قاطعیت,31
ویزای,16
اقامت,24
اوباما,29
سران,94
مبادا,35
صادر,153
باطل,38
اکسوالا,17
بالای,217
میخواین,39
بکشید,44
هستن،,32
هیچ،,31
*وی,33
اکسوال,53
منحرف,70
بود*,34
بردی,29
دادی,66
بادی,24
خاصی,128
عوارض,35
بردارن,19
بزارن,20
خداییش,32
#جشنواره_فجر,19
۸۸,62
مدام,70
هشدار,102
دادند,140
براندازان,26
کنند،,80
موضع,57
می‌گیرند,14
نشانه‌ی,10
عقلانیت,11
آنهاست.,18
آمده,185
تحت,274
شکنجه,180
دارند.,145
نگیر,25
شکوه,36
عظمت,25
خوشبختی,56
خاکستر,17
ویرانه,24
مردمان,40
یافتن,13
رویاهای,11
مان,96
آسایش,25
سرزمینم,49
نهادینه,18
تعيين,16
كننده,33
